"filename", "language", "Python", "Batch", "PowerShell", "Properties", "JSON", "XML", "HTML", "JavaScript", "CSS", "Markdown", "comment", "blank", "total"
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\SelectFilter2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 29, 20, 247
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\actions.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 6, 2, 154
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\actions.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\admin\DateTimeShortcuts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 70, 27, 424
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\admin\RelatedObjectLookups.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 12, 17, 182
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\autocomplete.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 2, 4, 38
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\calendar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 28, 17, 209
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\cancel.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\change_form.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 1, 3, 21
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\collapse.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 6, 2, 56
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\collapse.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\core.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 19, 17, 174
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\inlines.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 47, 16, 299
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\inlines.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\jquery.init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 9
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\popup_response.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 1, 17
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\prepopulate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 10, 5, 43
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\prepopulate.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\prepopulate_init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\urlify.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 8, 7, 196
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\jquery\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 6906, 0, 0, 1890, 2077, 10873
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\jquery\jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 22
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\af.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\az.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bg.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bn.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ca.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\cs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\da.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\de.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\dsb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\el.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\en.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\es.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\et.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\eu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fa.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\gl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\he.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hsb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hy.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\id.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\is.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\it.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ja.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ka.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\km.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ko.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\lt.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\lv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\mk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ms.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\nb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ne.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\nl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\pl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ps.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\pt-BR.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\pt.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ro.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ru.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sq.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sr-Cyrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\sv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\th.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\tk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\tr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\uk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\vi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\zh-CN.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\zh-TW.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\select2.full.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 4957, 0, 0, 353, 1288, 6598
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\select2.full.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\xregexp\xregexp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1223, 0, 0, 920, 166, 2309
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\xregexp\xregexp.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 1, 19
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\404.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 6, 13
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\500.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\actions.html", "HTML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\app_index.html", "HTML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\auth\user\add_form.html", "HTML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\auth\user\change_password.html", "HTML", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 9, 61
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\base.html", "HTML", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 6, 8, 94
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\base_site.html", "HTML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 10
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_form.html", "HTML", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 15, 82
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_form_object_tools.html", "HTML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list.html", "HTML", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 10, 83
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list_object_tools.html", "HTML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list_results.html", "HTML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 1, 39
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\date_hierarchy.html", "HTML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\delete_confirmation.html", "HTML", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 5, 53
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\delete_selected_confirmation.html", "HTML", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 5, 56
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\stacked.html", "HTML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 2, 26
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\tabular.html", "HTML", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 2, 76
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\filter.html", "HTML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\fieldset.html", "HTML", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\object_delete_summary.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\index.html", "HTML", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 10, 87
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\invalid_setup.html", "HTML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\login.html", "HTML", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 13, 67
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\object_history.html", "HTML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 4, 43
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\pagination.html", "HTML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\popup_response.html", "HTML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\prepopulated_fields_js.html", "HTML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\search_form.html", "HTML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\submit_line.html", "HTML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\clearable_file_input.html", "HTML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\foreign_key_raw_id.html", "HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\many_to_many_raw_id.html", "HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\radio.html", "HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\related_widget_wrapper.html", "HTML", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 1, 32
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\split_datetime.html", "HTML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\url.html", "HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\logged_out.html", "HTML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 6, 13
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_done.html", "HTML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_form.html", "HTML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 14, 61
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_complete.html", "HTML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 7, 21
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_confirm.html", "HTML", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 10, 43
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_done.html", "HTML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 6, 20
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_email.html", "HTML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 5, 15
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_form.html", "HTML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 6, 30
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py", "Python", 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 64, 489
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 112
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py", "Python", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 57
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\base.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 34
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\templatetags\log.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 60
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\tests.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 21, 185
"c:\Dev\CirclePlan\venv\Lib\site-packages\django\contrib\admin\utils.py", "Python", 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 70, 544
